investment_id,account_id,security_name,investment_type,quantity,purchase_price
65,5079,Microsoft,Stock,533,1141.41
66,6226,Tesla,ETF,800,969.7
67,5431,Microsoft,Bond,279,665.56
68,3559,Google,Bond,799,485.67
69,301,Amazon,Stock,371,495.95
70,5942,Microsoft,Bond,665,1192.75
71,1723,Netflix,Bond,228,1476.15
72,3539,Microsoft,Bond,674,744.02
73,2755,Amazon,ETF,179,1426.62
74,5947,Apple,ETF,273,1153.85
75,441,Amazon,Bond,970,1424.7
76,1975,Google,Stock,355,323.66
77,4864,Amazon,Bond,128,1491.22
78,5440,Apple,Stock,127,1425.12
79,5272,Google,Bond,466,1289.62
80,6280,Google,ETF,985,401.62
81,5434,Apple,ETF,269,1044.41
82,3963,Tesla,Stock,361,1414.45
83,3837,Microsoft,Bond,411,389.3
84,1829,Google,Bond,664,1449.94
85,5193,Amazon,Bond,98,596.33
86,2694,Netflix,Bond,479,328.86
87,5450,Google,Stock,244,1292.45
88,4395,Google,Bond,358,833.5
89,6833,Netflix,ETF,597,1180.78
90,6855,Google,Bond,765,900.73
91,6823,Amazon,Bond,951,757.36
92,5355,Amazon,Bond,46,241.52
93,4350,Google,ETF,656,185.16
94,1585,Amazon,Stock,245,327.97
95,6030,Netflix,ETF,310,671.62
96,2463,Apple,Bond,105,384.92
97,6610,Microsoft,Bond,649,1077.31
98,2085,Netflix,Bond,686,888.9
99,5902,Netflix,Stock,998,443.36
100,4555,Google,ETF,328,862.14
101,342,Microsoft,ETF,222,753.98
102,2322,Google,ETF,785,609.61
103,1005,Amazon,Stock,196,916.64
104,3181,Apple,Stock,80,695.57
105,5045,Netflix,Stock,675,1271.11
106,6210,Apple,Bond,768,62.55
107,3140,Amazon,ETF,810,972.85
108,4708,Apple,Bond,557,654.39
109,4894,Tesla,ETF,321,477.59
110,802,Amazon,ETF,160,173.66
111,6539,Google,ETF,830,1173.08
112,5445,Microsoft,ETF,435,673.3
113,5545,Tesla,Bond,203,1187.97
114,3988,Tesla,Bond,901,1013.97
115,2917,Netflix,ETF,609,617.2
116,4007,Apple,Bond,132,207.93
117,4411,Tesla,Bond,798,137.21
118,1751,Tesla,Bond,840,168.64
119,1589,Microsoft,Stock,77,415.44
120,387,Microsoft,Bond,933,1287.33
121,1352,Amazon,ETF,318,1463.62
122,1858,Amazon,Bond,872,1011.83
123,1844,Google,Bond,730,1160.12
124,4652,Amazon,Bond,788,1232.07
125,513,Netflix,Bond,533,1445.27
126,1606,Netflix,ETF,12,999.65
127,3738,Netflix,ETF,234,1208.84
128,6343,Netflix,Bond,864,553.49
129,6667,Tesla,Bond,845,47.53
130,1427,Google,Stock,972,1487.58
131,3401,Tesla,ETF,483,1216.57
132,2167,Netflix,Stock,145,1330.67
133,6256,Microsoft,Bond,440,1409.07
134,850,Apple,Stock,689,201.35
135,1607,Tesla,Stock,271,943.67
136,1364,Google,Stock,825,572.64
137,887,Microsoft,Bond,809,966.45
138,4650,Tesla,Bond,830,931.86
139,2508,Amazon,Bond,463,1446.0
140,5155,Netflix,Bond,387,1372.92
141,5735,Tesla,Stock,384,1032.8
142,2598,Google,Bond,947,123.85
143,4267,Apple,ETF,546,1001.94
144,6263,Netflix,Bond,88,328.61
145,3688,Tesla,ETF,990,37.25
146,2770,Tesla,Stock,212,833.4
147,5309,Netflix,ETF,103,1038.12
148,1773,Amazon,ETF,440,774.36
149,6393,Apple,ETF,798,1347.74
150,4069,Apple,Bond,392,1009.43
151,1359,Apple,Stock,268,996.2
152,1998,Tesla,Stock,332,407.77
153,489,Apple,Stock,190,669.94
154,4438,Tesla,Bond,12,301.44
155,4163,Amazon,Bond,943,443.71
156,3956,Apple,ETF,587,25.74
157,3456,Netflix,ETF,495,658.88
158,4453,Tesla,Bond,387,225.13
159,4946,Google,Stock,495,637.39
160,3955,Netflix,Stock,652,629.89
161,769,Amazon,Stock,43,430.09
162,4289,Microsoft,Bond,575,83.5
163,2456,Apple,ETF,400,1222.74
164,1822,Apple,Stock,908,1242.39
165,1326,Amazon,Bond,671,499.47
166,3282,Google,ETF,440,706.23
167,895,Microsoft,ETF,86,607.9
168,2646,Netflix,ETF,771,353.73
169,5585,Apple,Bond,804,1368.47
170,6522,Microsoft,Stock,989,851.19
171,5814,Amazon,ETF,16,351.91
172,1071,Google,ETF,118,1060.7
173,4884,Amazon,ETF,55,193.84
174,567,Netflix,Bond,573,865.06
175,1539,Amazon,ETF,146,873.57
176,3806,Apple,Bond,284,270.98
177,2721,Tesla,Stock,613,380.96
178,3261,Netflix,Stock,800,1313.2
179,1408,Amazon,Stock,144,269.61
180,3469,Microsoft,ETF,952,1137.53
181,4509,Netflix,ETF,467,556.59
182,2264,Microsoft,Stock,145,1298.61
183,4944,Tesla,Stock,792,1490.55
184,4467,Tesla,ETF,848,454.08
185,5591,Microsoft,ETF,85,16.35
186,2967,Amazon,Stock,907,1207.12
187,6974,Apple,Bond,319,513.73
188,2079,Amazon,ETF,223,1159.52
189,5784,Google,Stock,27,1315.36
190,6017,Apple,Bond,49,1361.95
191,6269,Apple,Stock,933,819.19
192,1552,Apple,ETF,339,557.79
193,5201,Microsoft,ETF,494,853.73
194,98,Tesla,Bond,828,1139.97
195,4939,Amazon,Stock,505,1394.13
196,668,Amazon,ETF,28,296.45
197,2830,Amazon,ETF,463,1362.26
198,4696,Google,Stock,133,387.94
199,5724,Amazon,Stock,338,148.9
200,3213,Google,ETF,829,355.47
201,5199,Netflix,ETF,605,487.93
202,1959,Amazon,Bond,573,395.71
203,6194,Microsoft,Bond,783,1250.77
204,3748,Amazon,ETF,447,1287.99
205,77,Amazon,Bond,230,472.14
206,5375,Netflix,ETF,819,1076.81
207,5541,Netflix,ETF,863,357.43
208,656,Netflix,Bond,779,362.14
209,1865,Tesla,Stock,271,874.41
210,3443,Netflix,ETF,743,682.27
211,6185,Amazon,Bond,890,517.03
212,6386,Apple,Bond,556,428.55
213,4370,Apple,ETF,311,1054.36
214,3595,Netflix,Stock,864,184.43
215,760,Google,Bond,21,1286.1
216,6924,Google,Stock,496,86.68
217,4869,Microsoft,Bond,838,873.78
218,2449,Amazon,Bond,852,184.88
219,881,Apple,Bond,977,1489.91
220,3873,Amazon,Bond,903,679.87
221,2376,Netflix,ETF,360,633.31
222,3780,Tesla,ETF,579,1187.47
223,1243,Tesla,Bond,700,869.16
224,2426,Microsoft,Bond,275,1415.48
225,5574,Apple,Stock,594,25.52
226,4158,Google,ETF,390,797.35
227,2858,Netflix,Bond,12,1265.85
228,3105,Netflix,ETF,747,900.21
229,5325,Netflix,Bond,70,335.54
230,1084,Amazon,ETF,488,60.32
231,6288,Amazon,Bond,912,689.76
232,4884,Google,Bond,42,1137.73
233,1681,Microsoft,ETF,915,1239.87
234,1183,Amazon,Stock,509,707.97
235,1506,Netflix,Bond,72,1008.42
236,700,Apple,Bond,778,365.16
237,2930,Apple,Stock,568,899.64
238,1413,Tesla,ETF,813,58.4
239,4421,Netflix,Stock,295,310.56
240,1900,Tesla,ETF,965,1166.71
241,426,Tesla,Stock,632,888.19
242,1883,Google,Bond,389,43.61
243,3287,Netflix,Stock,855,1273.76
244,3096,Microsoft,Bond,725,347.58
245,19,Amazon,ETF,353,985.01
246,1563,Google,Bond,551,1321.13
247,2647,Tesla,ETF,313,144.61
248,4144,Google,Stock,494,1075.95
249,398,Apple,Bond,883,1410.91
250,2080,Microsoft,ETF,345,438.03
251,3923,Google,Stock,110,183.51
252,4741,Netflix,ETF,803,24.61
253,1366,Google,Bond,987,473.42
254,1173,Microsoft,Stock,332,378.9
255,3638,Amazon,Bond,994,206.7
256,2729,Apple,Bond,571,1290.86
257,3476,Microsoft,ETF,653,1441.27
258,4460,Amazon,Stock,696,278.84
259,1874,Netflix,ETF,974,203.79
260,1003,Tesla,Stock,940,726.0
261,763,Microsoft,ETF,926,495.78
262,3288,Amazon,Stock,975,891.88
263,4725,Netflix,Stock,553,1218.55
264,4636,Microsoft,Bond,164,1380.33
265,4255,Amazon,Stock,847,1198.4
266,625,Google,Stock,825,471.48
267,2968,Amazon,Stock,591,1227.98
268,3883,Netflix,ETF,402,471.47
269,941,Amazon,Stock,241,300.1
270,1498,Microsoft,ETF,519,19.88
271,37,Apple,Bond,81,1055.36
272,1465,Microsoft,Bond,320,514.33
273,650,Tesla,Stock,151,1024.85
274,5986,Netflix,ETF,771,15.4
275,5925,Amazon,Bond,305,556.2
276,2225,Apple,Bond,283,799.44
277,5076,Tesla,ETF,886,1047.3
278,456,Google,Bond,426,206.1
279,3822,Google,ETF,758,36.68
280,801,Google,Stock,416,1024.61
281,4679,Amazon,Bond,283,264.51
282,417,Tesla,ETF,408,92.55
283,4380,Google,Bond,753,818.85
284,6595,Tesla,Stock,14,863.57
285,3052,Microsoft,Bond,146,1354.11
286,5643,Microsoft,Stock,408,807.01
287,5278,Apple,Bond,51,1195.48
288,2127,Google,Bond,609,238.76
289,1103,Amazon,Bond,78,409.16
290,5437,Microsoft,Bond,513,1058.51
291,5087,Netflix,Bond,8,152.52
292,363,Netflix,Stock,580,654.11
293,4992,Amazon,ETF,136,51.29
294,1058,Google,Stock,586,204.74
295,977,Microsoft,Stock,563,1088.5
296,2891,Tesla,Stock,233,1060.5
297,4630,Amazon,Stock,852,410.29
298,5304,Tesla,Bond,600,517.29
299,1324,Microsoft,Stock,352,807.93
300,5175,Google,Bond,831,196.09
301,3518,Tesla,ETF,662,671.01
302,2314,Microsoft,Stock,997,38.9
303,6452,Amazon,Bond,851,1405.12
304,2480,Netflix,Stock,811,1445.13
305,1504,Google,ETF,831,706.94
306,1952,Microsoft,Bond,163,584.36
307,2834,Microsoft,Stock,530,1389.26
308,1948,Netflix,Stock,183,457.56
309,4712,Amazon,ETF,461,361.1
310,5291,Amazon,ETF,809,697.02
311,1408,Google,Bond,196,956.68
312,1619,Netflix,Bond,881,463.41
313,3789,Microsoft,Bond,169,909.37
314,3084,Google,Bond,113,512.96
315,3327,Netflix,Bond,229,1342.55
316,5541,Netflix,Stock,855,243.47
317,4681,Apple,Stock,277,1392.86
318,5303,Apple,ETF,304,196.79
319,3858,Microsoft,Bond,985,85.34
320,251,Netflix,Stock,582,437.75
321,4927,Apple,Bond,716,537.96
322,1869,Amazon,Bond,131,439.1
323,1375,Amazon,Bond,712,1171.02
324,5685,Tesla,Stock,375,399.93
325,1260,Apple,Stock,423,1175.02
326,1892,Apple,ETF,779,135.95
327,2199,Netflix,Stock,935,159.38
328,2721,Tesla,Bond,248,172.01
329,5823,Apple,Bond,189,1231.19
330,3245,Google,Stock,265,742.1
331,2690,Amazon,ETF,993,1184.06
332,95,Netflix,Stock,535,406.18
333,5001,Tesla,Stock,338,920.12
334,6038,Google,Bond,821,466.2
335,1294,Microsoft,ETF,653,371.11
336,6504,Netflix,Bond,632,631.71
337,3404,Netflix,Bond,807,720.23
338,676,Google,Stock,884,896.74
339,6469,Tesla,Stock,442,1156.03
340,1340,Netflix,Bond,477,1095.61
341,1936,Amazon,Bond,11,73.63
342,1662,Tesla,ETF,577,33.69
343,311,Netflix,ETF,57,654.16
344,6902,Amazon,Bond,70,1298.35
345,5284,Google,Bond,150,682.9
346,4005,Tesla,ETF,723,494.08
347,2129,Netflix,Stock,732,1382.4
348,1443,Netflix,Stock,128,606.82
349,4037,Microsoft,Stock,742,1060.94
350,502,Netflix,Bond,454,1426.04
351,6648,Google,ETF,231,936.74
352,2505,Tesla,ETF,589,606.37
353,158,Google,Bond,875,325.9
354,6373,Netflix,ETF,886,283.0
355,5644,Google,Stock,526,708.53
356,5685,Tesla,Bond,468,305.21
357,6777,Microsoft,Stock,914,339.76
358,162,Amazon,Stock,284,517.18
359,5154,Netflix,Stock,52,279.37
360,1885,Amazon,Bond,104,1269.25
361,1250,Google,Bond,956,387.71
362,5190,Microsoft,ETF,384,294.41
363,6709,Amazon,Stock,57,370.17
364,2842,Apple,Bond,938,118.21
365,395,Tesla,Stock,842,206.78
366,786,Apple,Bond,726,143.76
367,2921,Google,ETF,880,753.0
368,6587,Microsoft,Bond,650,1496.52
369,429,Google,Stock,156,1344.09
370,6700,Netflix,ETF,307,1419.99
371,3222,Google,Stock,81,894.66
372,1281,Google,Bond,877,140.53
373,2628,Tesla,ETF,821,1220.87
374,3984,Microsoft,Stock,601,145.79
375,2044,Netflix,Bond,926,41.77
376,5862,Netflix,Stock,747,1035.99
377,5008,Google,Stock,632,1072.3
378,3854,Apple,Bond,709,750.85
379,6197,Google,Bond,509,1424.6
380,3214,Amazon,Stock,178,1438.6
381,5176,Netflix,Stock,285,620.27
382,143,Amazon,Stock,763,621.67
383,6926,Apple,ETF,686,1310.19
384,5384,Google,ETF,443,363.8
385,1077,Apple,Stock,470,659.37
386,600,Google,Stock,297,239.23
387,2576,Microsoft,ETF,676,584.26
388,6625,Google,ETF,668,635.84
389,3649,Amazon,Stock,314,292.87
390,1768,Netflix,Bond,25,1370.23
391,4139,Apple,ETF,784,893.36
392,896,Apple,Stock,939,433.95
393,6180,Amazon,ETF,99,1275.87
394,6003,Tesla,ETF,153,733.53
395,4207,Microsoft,ETF,571,156.26
396,4866,Tesla,Stock,288,1200.88
397,3201,Netflix,Stock,396,1408.02
398,4546,Microsoft,Stock,418,1450.66
399,3876,Netflix,ETF,752,534.95
400,4321,Netflix,Bond,955,636.49
401,4882,Apple,Bond,643,62.43
402,4844,Amazon,Bond,410,1140.53
403,4394,Tesla,Bond,491,272.38
404,281,Apple,Bond,973,242.56
405,4000,Tesla,Stock,742,961.09
406,4539,Apple,ETF,685,1416.02
407,2379,Amazon,Stock,648,297.8
408,1727,Google,Bond,290,36.44
409,4226,Tesla,ETF,742,1070.76
410,236,Microsoft,Stock,51,1155.28
411,4946,Amazon,ETF,779,901.64
412,5152,Microsoft,Bond,106,965.9
413,2840,Google,ETF,562,314.59
414,3781,Apple,Bond,397,726.4
415,4623,Apple,Bond,389,795.01
416,5925,Amazon,Bond,382,111.88
417,4598,Google,Bond,915,160.45
418,3482,Google,Bond,442,77.7
419,5480,Microsoft,Bond,841,609.23
420,2488,Tesla,Stock,516,82.73
421,5127,Netflix,Bond,215,886.97
422,1201,Apple,ETF,34,210.71
423,4336,Google,Bond,340,1140.05
424,1753,Tesla,Bond,721,720.46
425,6510,Tesla,Stock,694,308.09
426,3101,Amazon,ETF,571,726.74
427,4849,Tesla,Bond,111,563.05
428,4486,Amazon,ETF,158,28.8
429,848,Tesla,Bond,681,95.79
430,3072,Google,Bond,329,45.42
431,474,Google,Bond,605,1488.9
432,4156,Netflix,ETF,38,1002.05
433,4802,Microsoft,Stock,582,1271.49
434,3289,Netflix,Bond,243,785.44
435,3919,Tesla,Bond,387,155.12
436,1758,Apple,Stock,818,1192.4
437,2311,Tesla,ETF,226,1160.95
438,487,Apple,Stock,595,128.41
439,1831,Google,Stock,630,467.75
440,1852,Apple,Bond,709,1460.75
441,2278,Apple,Bond,582,853.93
442,5275,Amazon,Bond,278,625.84
443,3175,Tesla,ETF,635,749.83
444,1595,Google,Stock,535,912.4
445,3094,Tesla,Stock,345,241.25
446,6374,Google,ETF,414,92.97
447,1360,Tesla,Stock,39,203.16
448,2351,Apple,Bond,392,1117.9
449,3700,Apple,Stock,369,127.43
450,3023,Microsoft,ETF,755,74.79
451,2150,Apple,ETF,872,947.26
452,6326,Microsoft,Stock,345,113.48
453,3298,Amazon,Stock,727,817.97
454,941,Tesla,Stock,594,199.36
455,4319,Microsoft,Bond,790,420.36
456,5201,Microsoft,Stock,598,839.74
457,6551,Tesla,Bond,85,496.31
458,3881,Amazon,ETF,331,1245.4
459,6639,Google,Bond,311,241.39
460,1186,Tesla,Bond,711,837.43
461,2057,Microsoft,ETF,857,595.4
462,5933,Apple,Stock,890,697.62
463,3785,Apple,Bond,376,71.91
464,604,Apple,ETF,33,1046.22
465,3116,Netflix,Bond,647,884.87
466,998,Google,Stock,619,1145.73
467,5485,Microsoft,Bond,7,581.02
468,201,Google,Bond,954,1175.94
469,758,Microsoft,ETF,854,1119.09
470,6807,Apple,ETF,824,1201.4
471,1026,Netflix,Bond,868,1422.54
472,5389,Netflix,ETF,147,1333.7
473,5950,Amazon,Bond,574,832.8
474,6366,Tesla,Bond,65,1453.55
475,1806,Google,Stock,288,148.92
476,6191,Apple,ETF,107,175.19
477,4607,Netflix,Stock,320,24.46
478,2801,Apple,ETF,721,354.87
479,2580,Netflix,Stock,456,1312.07
480,5477,Apple,Bond,320,681.15
481,4116,Google,Bond,2,863.06
482,2252,Apple,Bond,465,159.13
483,5412,Microsoft,Bond,540,326.89
484,179,Tesla,Stock,269,1215.89
485,2898,Amazon,Bond,323,715.96
486,6264,Tesla,Bond,336,995.47
487,3870,Microsoft,Bond,810,91.43
488,5945,Google,Stock,228,330.04
489,3685,Google,Bond,634,944.81
490,5026,Microsoft,Bond,4,910.36
491,1882,Tesla,ETF,110,1064.95
492,3221,Netflix,ETF,296,142.55
493,6684,Netflix,Bond,987,457.68
494,36,Amazon,Stock,230,260.07
495,6219,Amazon,Bond,240,1411.05
496,5758,Netflix,ETF,47,528.05
497,3249,Tesla,Stock,702,1256.41
498,666,Apple,ETF,618,615.01
499,2723,Google,Bond,806,150.99
500,2639,Tesla,Bond,39,588.86
501,2365,Apple,Stock,288,666.81
502,4269,Amazon,Bond,614,457.47
503,4600,Amazon,ETF,652,879.98
504,4251,Microsoft,Bond,521,385.97
505,569,Amazon,Stock,920,977.95
506,3321,Apple,Stock,55,1382.82
507,3736,Amazon,Stock,772,117.01
508,3984,Tesla,ETF,493,476.67
509,2540,Microsoft,Stock,829,310.96
510,303,Amazon,ETF,106,174.87
511,606,Amazon,Stock,588,1058.19
512,3467,Apple,Stock,285,927.97
513,1395,Apple,Bond,294,447.65
514,6637,Google,Bond,870,891.96
515,3668,Google,Stock,238,357.61
516,5423,Microsoft,Bond,680,851.32
517,3336,Netflix,Bond,384,1410.78
518,1875,Microsoft,Stock,492,1166.47
519,218,Tesla,ETF,240,546.69
520,11,Apple,Bond,633,1045.15
521,4798,Microsoft,Stock,394,943.5
522,2851,Tesla,ETF,396,1079.27
523,6060,Microsoft,Bond,664,1248.89
524,1929,Apple,Bond,222,1442.68
525,2486,Amazon,ETF,935,240.61
526,4150,Amazon,ETF,741,236.83
527,1607,Netflix,ETF,843,530.0
528,4310,Amazon,Bond,994,995.27
529,6846,Microsoft,Stock,887,723.95
530,6653,Amazon,ETF,465,999.03
531,2137,Netflix,Stock,948,1438.85
532,2241,Microsoft,Stock,811,195.31
533,6268,Amazon,ETF,400,666.07
534,274,Amazon,Stock,375,552.12
535,5252,Apple,Bond,894,351.2
536,2617,Amazon,ETF,129,186.48
537,5875,Apple,Bond,140,515.11
538,3222,Netflix,ETF,571,922.41
539,3040,Google,Bond,310,606.96
540,6715,Microsoft,ETF,711,898.0
541,128,Apple,Bond,679,1466.0
542,5292,Google,Bond,498,17.3
543,1891,Microsoft,ETF,244,383.3
544,1084,Amazon,ETF,861,1473.46
545,5934,Microsoft,Bond,408,1431.11
546,4778,Tesla,Bond,330,197.95
547,6831,Netflix,Stock,338,45.54
548,1423,Amazon,Stock,8,81.39
549,658,Apple,ETF,790,1127.27
550,682,Google,Bond,76,628.76
551,6932,Microsoft,Bond,198,847.15
552,6454,Google,ETF,639,943.93
553,671,Tesla,Stock,876,354.17
554,385,Netflix,ETF,570,772.87
555,5367,Tesla,ETF,875,461.4
556,3076,Microsoft,ETF,53,1148.6
557,5625,Netflix,ETF,874,613.27
558,1048,Tesla,ETF,955,334.9
559,503,Google,ETF,269,798.55
560,4046,Netflix,Bond,972,945.86
561,5146,Amazon,Bond,993,482.34
562,3433,Apple,ETF,142,198.4
563,589,Microsoft,ETF,140,1319.39
564,172,Amazon,Stock,769,131.6
565,5958,Amazon,Bond,125,726.23
566,518,Netflix,ETF,643,1462.37
567,1830,Apple,Stock,195,626.06
568,6264,Apple,ETF,643,660.18
569,1956,Amazon,ETF,194,482.13
570,5126,Microsoft,ETF,68,626.6
571,3789,Amazon,Bond,16,1256.54
572,1208,Tesla,ETF,683,110.9
573,4683,Netflix,Stock,675,277.73
574,2813,Tesla,ETF,153,1329.41
575,5203,Amazon,Bond,934,161.53
576,3118,Microsoft,Stock,473,878.93
577,4957,Microsoft,ETF,329,1270.03
578,1356,Tesla,Bond,190,1361.43
579,3396,Google,Bond,309,1028.85
580,2281,Tesla,ETF,645,649.51
581,5763,Netflix,ETF,446,765.87
582,952,Apple,Bond,802,1456.93
583,1809,Apple,Bond,264,46.22
584,5797,Microsoft,Stock,329,847.27
585,3924,Apple,Bond,325,1056.7
586,4865,Netflix,ETF,801,1044.44
587,6316,Netflix,Bond,716,1334.28
588,6390,Amazon,ETF,491,1394.32
589,428,Tesla,Bond,591,155.97
590,1245,Apple,ETF,748,407.01
591,3197,Tesla,Bond,173,183.18
592,1463,Netflix,Bond,405,1090.02
593,1773,Tesla,Stock,332,767.99
594,594,Microsoft,Stock,180,937.51
595,2824,Netflix,ETF,604,855.98
596,4012,Amazon,Stock,739,688.51
597,6527,Microsoft,Stock,617,1247.56
598,4005,Microsoft,Bond,782,525.92
599,4623,Netflix,Stock,261,1082.52
600,2208,Netflix,Stock,76,105.94
601,5533,Tesla,Bond,987,1384.4
602,98,Tesla,ETF,541,644.29
603,2910,Amazon,ETF,475,1295.64
604,853,Apple,Stock,374,1422.63
605,2390,Netflix,Stock,211,319.91
606,6525,Apple,ETF,44,548.63
607,2042,Apple,ETF,971,767.16
608,1198,Microsoft,Stock,644,386.59
609,5223,Microsoft,Stock,524,704.84
610,6870,Tesla,Stock,41,1333.08
611,5595,Netflix,ETF,538,312.06
612,1408,Netflix,Bond,236,1077.24
613,2893,Google,ETF,358,232.53
614,22,Amazon,Stock,7,105.44
615,3680,Apple,ETF,303,215.21
616,3850,Google,ETF,72,660.91
617,5870,Tesla,Bond,628,1050.3
618,6243,Tesla,ETF,406,496.11
619,1287,Microsoft,ETF,749,497.58
620,2720,Apple,ETF,727,39.03
621,2978,Apple,Stock,526,181.09
622,2487,Netflix,ETF,788,391.34
623,1056,Tesla,Bond,899,267.65
624,5654,Apple,Stock,215,633.33
625,3702,Tesla,Stock,247,490.14
626,1258,Netflix,ETF,542,354.06
627,5779,Tesla,ETF,279,1027.38
628,6712,Netflix,Bond,203,1493.69
629,2711,Tesla,ETF,118,1471.11
630,6288,Microsoft,Stock,870,1435.49
631,247,Microsoft,Stock,893,629.16
632,3248,Tesla,Stock,433,1261.95
633,6428,Amazon,ETF,395,1255.86
634,3861,Netflix,ETF,313,23.78
635,1691,Apple,Bond,383,424.89
636,2071,Apple,Stock,399,158.39
637,3203,Google,ETF,476,16.38
638,5618,Microsoft,Bond,298,1185.28
639,2714,Microsoft,Stock,103,500.5
640,5374,Apple,Bond,417,455.99
641,4753,Amazon,ETF,175,778.43
642,4804,Tesla,Bond,99,187.33
643,50,Google,Stock,670,918.66
644,6604,Amazon,ETF,587,1467.56
645,3406,Apple,ETF,737,1161.53
646,1001,Google,Stock,726,503.81
647,1310,Netflix,Stock,714,252.34
648,5413,Microsoft,Stock,333,759.79
649,4492,Tesla,Bond,664,673.13
650,2492,Tesla,Bond,944,413.81
651,470,Netflix,ETF,314,750.45
652,3315,Tesla,Bond,765,1306.85
653,1626,Microsoft,Bond,48,1159.67
654,713,Apple,Bond,795,247.14
655,2660,Google,ETF,703,658.75
656,1488,Amazon,Bond,722,819.51
657,4410,Tesla,Bond,42,339.36
658,3647,Google,ETF,602,37.83
659,1950,Apple,Bond,931,1446.12
660,6573,Microsoft,ETF,8,1062.98
661,4858,Amazon,Stock,857,819.92
662,553,Google,Stock,183,917.64
663,1804,Google,ETF,337,1439.84
664,6293,Google,ETF,749,553.05
665,1484,Apple,Bond,755,1192.24
666,4617,Amazon,Bond,329,672.93
667,4912,Microsoft,Stock,110,1024.12
668,6433,Amazon,ETF,817,826.9
669,151,Netflix,Bond,777,503.72
670,3373,Tesla,Bond,896,382.67
671,6284,Netflix,Stock,90,1496.01
672,5,Microsoft,ETF,914,1274.81
673,4347,Microsoft,Bond,934,1423.4
674,6538,Apple,Bond,676,1393.27
675,1376,Tesla,Stock,796,315.61
676,3105,Netflix,ETF,610,1167.51
677,498,Apple,ETF,201,415.72
678,3545,Netflix,ETF,73,203.56
679,4159,Netflix,ETF,910,779.16
680,5058,Netflix,Stock,8,1033.42
681,4062,Google,Bond,925,167.68
682,958,Netflix,Stock,749,1257.28
683,4951,Netflix,Bond,592,1326.95
684,6928,Microsoft,Stock,478,166.65
685,2690,Netflix,Bond,958,82.47
686,6416,Tesla,Stock,534,1018.37
687,6129,Microsoft,ETF,693,535.62
688,6789,Tesla,ETF,375,1103.48
689,4595,Microsoft,ETF,407,773.67
690,860,Microsoft,Bond,795,359.93
691,4714,Amazon,Bond,714,371.64
692,5831,Microsoft,Stock,661,16.07
693,1944,Amazon,ETF,292,927.06
694,5012,Netflix,ETF,844,452.81
695,2267,Google,Bond,701,1351.98
696,5403,Google,Bond,284,174.38
697,355,Amazon,Bond,596,1359.38
698,1396,Netflix,Bond,139,584.55
699,6318,Google,Bond,670,356.07
700,6297,Amazon,Bond,582,172.6
701,3204,Apple,ETF,266,381.73
