transaction_id,investment_id,transaction_type,transaction_date,quantity,transaction_price
295,11914,Buy,2016-07-17,108,
296,13832,Sell,2018-02-13,456,1288.22
297,9019,Buy,2016-07-17,277,1309.23
298,4076,Sell,2016-02-28,495,239.33
299,166,Buy,2016-02-07,232,70.91
300,16746,Sell,2014-02-11,273,898.66
301,1416,Buy,2024-04-14,287,1184.55
302,5246,Buy,2015-06-14,132,1176.33
303,18958,Buy,2016-07-01,452,1296.03
304,12431,Buy,2023-11-05,372,1204.17
305,18728,Sell,2018-08-11,251,684.25
306,19599,Buy,2018-05-24,403,977.41
307,5987,Sell,2017-11-06,61,194.15
308,13596,Buy,2015-11-09,124,1176.81
309,14545,Sell,2018-09-19,118,75.65
310,15986,Buy,2024-11-25,414,1292.17
311,18642,Buy,2015-04-12,430,76.15
312,10557,Buy,2018-10-13,380,1049.91
313,9912,Sell,2014-07-12,429,1251.68
314,1320,Sell,2023-02-27,154,1305.29
315,2763,Sell,2022-04-05,146,1113.97
316,5748,Sell,2022-09-17,117,45.78
317,11278,Buy,2017-10-14,59,923.9
318,4137,Sell,2018-07-07,29,953.16
319,3393,Buy,2017-05-08,372,276.57
320,19218,Sell,2024-10-21,335,703.11
321,16850,Sell,2021-12-02,282,924.27
322,185,Buy,2022-03-13,350,121.57
323,14831,Buy,2024-01-25,491,1229.39
324,6708,Sell,2023-04-04,486,607.28
325,4798,Buy,2016-07-28,388,1264.35
326,17735,Buy,2019-03-03,400,258.36
327,15382,Sell,2014-10-08,278,405.95
328,1652,Buy,2016-07-12,493,603.52
329,18333,Sell,2015-08-24,460,224.95
330,14641,Sell,2015-12-15,276,540.61
331,2631,Buy,2021-04-07,199,582.61
332,13491,Buy,2023-01-12,288,669.13
333,9665,Sell,2016-07-04,277,705.5
334,4304,Buy,2017-11-18,290,1361.42
335,17152,Buy,2015-07-31,396,121.72
336,4929,Buy,2017-09-10,253,1263.14
337,11015,Buy,2022-05-16,342,1053.5
338,4377,Sell,2024-08-05,340,26.35
339,10434,Buy,2023-08-18,81,1196.4
340,18096,Sell,2022-10-18,9,531.89
341,19322,Buy,2015-05-18,131,752.44
342,905,Buy,2022-07-18,381,602.05
343,12266,Buy,2015-11-09,194,422.42
344,17740,Buy,2014-04-07,479,308.26
345,16158,Sell,2014-09-22,49,1439.48
346,7243,Sell,2023-08-24,252,780.47
347,13373,Buy,2020-07-07,355,1405.94
348,18327,Buy,2016-07-24,83,
349,2683,Buy,2019-04-15,47,1074.93
350,13473,Sell,2016-10-07,197,1406.22
351,17209,Buy,2020-12-12,290,469.9
352,19641,Sell,2019-11-07,407,1232.9
353,2504,Sell,2021-11-18,262,1100.89
354,9803,Buy,2022-11-01,177,68.27
355,5501,Buy,2024-06-28,251,1437.12
356,5524,Sell,2021-05-28,497,659.06
357,9364,Sell,2017-09-10,457,962.17
358,1026,Buy,2019-08-29,421,419.13
359,1500,Buy,2020-02-26,405,193.31
360,18696,Sell,2022-07-29,355,1381.3
361,12467,Sell,2022-01-21,371,1083.9
362,8518,Buy,2021-09-07,117,1255.99
363,10712,Sell,2018-10-20,96,458.27
364,14421,Buy,2019-11-26,409,1177.09
365,9020,Sell,2016-03-03,7,419.25
366,16000,Buy,2021-02-04,469,729.68
367,4140,Sell,2017-08-17,204,1286.45
368,18865,Buy,2019-02-11,51,26.31
369,8250,Sell,2022-07-18,328,441.52
370,17638,Sell,2022-11-22,443,1344.99
371,3490,Buy,2023-01-27,155,1047.0
372,15472,Buy,2016-06-11,53,690.98
373,18379,Buy,2017-04-29,119,1361.39
374,11714,Sell,2022-05-28,112,212.59
375,17500,Buy,2024-08-28,422,207.52
376,9525,Buy,2016-07-15,178,74.38
377,14933,Sell,2019-05-09,210,739.66
378,11824,Sell,2019-04-16,219,857.1
379,2281,Buy,2019-01-10,24,165.77
380,10795,Buy,2017-02-27,149,249.68
381,18737,Buy,2016-03-07,471,579.51
382,19584,Sell,2024-11-17,50,894.0
383,10558,Buy,2019-06-24,171,390.69
384,17211,Sell,2017-06-12,72,766.56
385,6311,Sell,2019-07-25,66,1431.75
386,14421,Sell,2015-12-27,239,869.12
387,14655,Buy,2015-02-25,492,1009.32
388,8421,Buy,2021-12-05,466,324.75
389,6145,Buy,2022-12-15,225,883.9
390,9261,Sell,2023-06-24,79,371.92
391,17343,Buy,2017-03-05,351,618.04
392,6713,Sell,2023-06-02,296,1283.17
393,11232,Buy,2014-06-06,249,336.86
394,10158,Sell,2019-08-20,379,149.71
395,815,Sell,2014-10-14,225,454.37
396,8171,Sell,2018-03-31,93,1472.3
397,13224,Sell,2018-04-14,98,1089.15
398,2777,Sell,2019-09-22,11,320.9
399,16450,Buy,2020-03-21,266,1323.87
400,14615,Buy,2017-12-02,411,596.56
401,10535,Buy,2023-06-05,44,1425.82
402,6886,Buy,2022-12-21,82,694.92
403,8712,Sell,2017-03-06,310,710.6
404,12174,Buy,2022-09-09,62,1361.08
405,17165,Buy,2022-01-10,498,1408.45
406,2980,Buy,2016-09-13,357,1320.87
407,18577,Sell,2014-02-14,314,62.18
408,2196,Sell,2018-06-16,434,372.97
409,16164,Buy,2021-07-05,495,1102.39
410,11897,Sell,2020-10-01,138,29.24
411,3305,Buy,2022-01-16,80,648.83
412,7618,Buy,2021-05-27,14,1133.32
413,19741,Buy,2020-06-17,303,1113.16
414,18311,Buy,2020-06-12,320,1289.09
415,18051,Buy,2014-10-03,19,68.58
416,11730,Sell,2023-01-21,13,819.67
417,12940,Buy,2016-03-09,257,662.68
418,12051,Sell,2023-03-12,194,287.45
419,2373,Buy,2023-04-16,86,231.27
420,14250,Buy,2022-06-04,273,30.84
421,18432,Buy,2019-02-03,195,274.86
422,15478,Buy,2019-06-18,369,35.37
423,5231,Sell,2022-07-08,36,1225.48
424,9398,Sell,2021-08-07,66,
425,8007,Sell,2015-05-07,148,338.16
426,14160,Sell,2016-03-14,436,229.37
427,1859,Sell,2014-12-12,55,17.81
428,5786,Sell,2024-08-24,451,782.69
429,7299,Buy,2022-01-15,424,58.71
430,14944,Sell,2019-05-02,369,920.39
431,1442,Buy,2017-07-14,451,845.07
432,5623,Buy,2015-03-25,106,1369.83
433,18553,Sell,2017-08-29,54,718.18
434,18349,Buy,2020-08-20,377,106.49
435,6670,Buy,2023-06-14,90,1186.33
436,4956,Buy,2020-02-15,421,1311.2
437,16437,Buy,2024-04-12,309,835.69
438,13000,Sell,2017-03-24,362,198.02
439,17155,Buy,2015-10-01,220,
440,9067,Sell,2020-04-26,98,903.97
441,16706,Sell,2016-04-26,241,1070.67
442,10335,Sell,2020-09-27,169,193.98
443,1489,Buy,2016-03-08,268,15.21
444,7609,Sell,2015-08-16,220,711.1
445,4893,Buy,2014-08-03,170,
446,744,Buy,2022-03-07,362,807.13
447,11686,Buy,2019-01-11,255,1286.93
448,13262,Buy,2015-05-26,231,131.87
449,6615,Sell,2018-05-16,467,1498.58
450,12363,Sell,2018-06-25,68,1136.21
451,14600,Buy,2017-09-28,480,409.84
452,5997,Sell,2014-01-24,497,608.96
453,8662,Sell,2024-10-24,402,785.68
454,19474,Buy,2016-01-27,183,1171.96
455,5394,Sell,2014-04-05,212,993.66
456,16079,Buy,2020-08-06,23,766.28
457,10459,Buy,2015-05-23,469,245.76
458,17432,Buy,2018-09-20,384,1498.55
459,12833,Buy,2018-11-14,407,644.2
460,6644,Buy,2020-01-18,219,533.24
461,6976,Sell,2016-06-03,249,697.82
462,7690,Buy,2024-01-20,336,583.64
463,6796,Sell,2024-03-01,92,942.19
464,4906,Sell,2020-07-01,218,1111.41
465,13198,Sell,2019-03-16,231,1098.16
466,7160,Buy,2019-12-31,178,1025.35
467,15091,Buy,2021-11-06,285,205.71
468,666,Sell,2019-04-23,303,1431.24
469,6273,Sell,2018-08-13,171,287.47
470,16600,Sell,2017-06-26,498,1363.41
471,10695,Buy,2017-08-19,449,546.12
472,19128,Buy,2015-03-06,349,1491.6
473,12971,Buy,2024-02-16,127,735.72
474,12682,Sell,2024-06-01,317,1233.48
475,945,Sell,2022-02-23,70,843.8
476,10686,Sell,2015-08-24,415,734.55
477,18188,Sell,2016-02-01,103,1080.45
478,4903,Buy,2020-03-02,366,1268.49
479,4869,Buy,2017-11-10,109,53.67
480,17537,Buy,2017-11-12,461,1066.58
481,7559,Sell,2018-02-19,189,928.87
482,18290,Sell,2018-09-15,45,403.14
483,5630,Buy,2023-11-17,315,260.4
484,13968,Sell,2021-09-02,199,602.82
485,1904,Sell,2016-10-19,355,558.89
486,19533,Sell,2024-08-02,172,378.61
487,4975,Sell,2021-05-09,370,1335.21
488,7406,Sell,2024-06-20,229,1202.31
489,16714,Sell,2021-12-14,233,1160.33
490,3689,Sell,2014-06-27,355,1145.88
491,3649,Sell,2015-07-28,312,749.62
492,11553,Sell,2014-06-06,398,136.77
493,7207,Sell,2014-10-12,180,349.87
494,9775,Sell,2017-07-04,332,349.08
495,10311,Sell,2024-10-09,216,1063.49
496,14974,Buy,2019-02-23,219,1193.17
497,6108,Sell,2017-11-07,391,624.92
498,13017,Sell,2019-01-04,276,505.67
499,12728,Buy,2019-02-17,339,1219.9
500,12869,Buy,2024-03-15,261,144.55
501,18423,Sell,2024-03-15,227,1228.33
502,18156,Buy,2022-06-12,5,464.97
503,19274,Buy,2020-03-13,141,129.48
504,19609,Sell,2023-03-27,432,105.21
505,13466,Sell,2020-01-21,472,408.05
506,4256,Buy,2023-05-21,241,616.79
507,18361,Buy,2021-01-12,129,1318.92
508,9380,Sell,2024-08-31,462,707.57
509,8817,Sell,2015-03-04,132,1125.1
510,11538,Buy,2023-01-11,205,1451.03
511,16824,Buy,2022-11-27,132,447.05
512,14252,Sell,2022-08-14,430,1021.16
513,9658,Sell,2015-07-28,411,889.28
514,4942,Sell,2022-02-06,281,974.98
515,19511,Buy,2022-09-15,459,73.1
516,2722,Sell,2020-11-12,340,
517,9213,Buy,2014-11-30,119,1436.0
518,12646,Sell,2016-03-23,435,164.48
519,5737,Buy,2015-12-20,497,1406.47
520,14385,Buy,2020-03-26,10,1200.78
521,17120,Sell,2023-09-29,421,1469.25
522,4426,Sell,2024-01-19,56,750.62
523,9243,Sell,2016-08-11,350,1128.13
524,6063,Buy,2022-06-29,180,581.47
525,5425,Sell,2024-04-29,89,1423.41
526,6800,Buy,2018-05-05,354,553.68
527,7202,Buy,2017-09-12,177,137.67
528,7676,Buy,2021-10-06,254,26.35
529,16064,Buy,2021-06-09,167,1018.5
530,9890,Sell,2017-09-26,204,241.49
531,7637,Buy,2022-10-05,278,776.42
532,3784,Sell,2016-03-03,266,1425.9
533,18671,Buy,2022-05-10,170,80.06
534,2991,Buy,2018-11-28,97,308.83
535,11128,Sell,2023-12-04,163,200.87
536,7090,Sell,2014-10-07,389,
537,12583,Sell,2017-08-01,298,321.29
538,10026,Buy,2017-08-25,383,1462.23
539,1759,Sell,2016-01-01,243,543.69
540,15335,Sell,2016-09-22,20,930.79
541,12716,Buy,2016-11-06,93,462.79
542,1073,Buy,2017-03-03,45,893.36
543,1030,Buy,2017-11-24,164,1450.02
544,12781,Buy,2024-03-30,112,575.45
545,1494,Sell,2019-06-21,378,1235.74
546,16825,Sell,2018-06-29,484,317.09
547,329,Sell,2023-06-22,248,
548,1339,Sell,2014-09-12,212,1449.16
549,1634,Buy,2021-06-20,44,68.58
550,10784,Buy,2014-03-27,58,135.07
551,5629,Sell,2018-12-06,369,690.22
552,3490,Buy,2021-08-31,261,614.75
553,14905,Buy,2017-07-08,299,1466.25
554,18293,Buy,2016-01-02,349,1457.72
555,11730,Sell,2019-04-24,176,547.21
556,2172,Buy,2022-12-09,458,766.48
557,17562,Sell,2017-09-18,367,510.34
558,10682,Sell,2020-09-28,128,565.48
559,7363,Buy,2023-06-15,353,
560,17138,Sell,2021-11-18,114,845.14
561,2385,Buy,2019-04-09,13,
562,14397,Buy,2021-10-28,340,465.99
563,19430,Sell,2022-01-09,401,1451.55
564,9442,Buy,2022-06-12,379,148.74
565,16020,Buy,2018-05-09,434,353.4
566,6264,Sell,2014-02-09,111,1326.72
567,16490,Sell,2021-10-23,258,212.83
568,11480,Buy,2014-04-22,318,787.28
569,17109,Buy,2017-10-06,84,219.88
570,2113,Sell,2020-11-07,377,183.63
571,17420,Buy,2020-07-20,466,997.86
572,6733,Buy,2020-12-29,291,394.02
573,3733,Sell,2020-01-05,500,584.66
574,67,Buy,2020-11-04,432,722.78
575,10841,Buy,2014-03-19,268,1138.21
576,3467,Sell,2014-01-24,368,687.64
577,15904,Sell,2021-08-23,18,1418.13
578,2828,Buy,2020-06-04,317,30.93
579,218,Sell,2016-05-15,267,335.79
580,5624,Sell,2016-10-03,309,261.51
581,6491,Sell,2023-05-09,210,824.84
582,15780,Buy,2016-08-18,298,322.6
583,8104,Buy,2016-01-17,374,1318.12
584,15729,Sell,2017-01-29,483,823.61
585,18002,Buy,2024-12-22,333,327.28
586,1816,Buy,2023-03-02,471,536.79
587,5136,Buy,2016-02-29,263,862.75
588,9642,Buy,2016-01-22,462,1489.75
589,5264,Sell,2023-11-20,414,1140.68
590,6383,Sell,2017-08-13,130,729.78
591,13293,Buy,2022-07-26,222,633.25
592,16728,Sell,2021-01-24,371,76.16
593,16339,Buy,2023-02-20,417,1423.45
594,16160,Buy,2016-10-22,236,110.64
595,12518,Buy,2022-03-07,251,391.59
596,7990,Sell,2023-06-15,355,975.46
597,14672,Buy,2018-06-14,427,36.7
598,17286,Sell,2021-06-29,261,22.32
599,6988,Buy,2016-04-10,145,20.33
600,19066,Sell,2021-04-05,464,
601,13729,Buy,2018-06-13,272,366.75
602,16241,Sell,2017-09-01,160,805.92
603,169,Buy,2024-03-09,313,147.4
604,14167,Sell,2017-07-03,85,618.03
605,495,Sell,2017-05-12,29,125.05
606,12775,Buy,2014-03-10,246,1408.96
607,5912,Buy,2019-02-04,263,1158.39
608,19521,Sell,2020-02-16,19,821.81
609,11076,Buy,2024-12-14,372,1249.12
610,19994,Buy,2023-12-22,384,181.75
611,10100,Buy,2021-05-01,448,970.11
612,3013,Sell,2023-09-12,397,142.41
613,19800,Buy,2016-10-29,94,953.0
614,14383,Sell,2014-08-16,38,1328.3
615,17851,Buy,2020-11-04,285,1492.54
616,17154,Buy,2020-10-27,341,138.12
617,6749,Buy,2020-10-03,294,316.66
618,18281,Buy,2014-07-21,8,1290.18
619,7929,Sell,2018-08-25,247,474.72
620,6004,Buy,2023-03-29,33,499.28
621,16284,Sell,2019-12-30,1,735.87
622,7677,Buy,2017-12-10,39,1321.19
623,5997,Sell,2015-08-11,324,967.79
624,2312,Buy,2017-02-03,500,174.42
625,1327,Buy,2017-06-11,452,148.46
626,6359,Buy,2018-04-18,324,903.41
627,9294,Buy,2018-07-03,257,640.07
628,1330,Buy,2017-07-01,206,1156.85
629,10330,Sell,2019-10-15,220,891.1
